data,id_cliente,faturamento_boleto,faturamento_payin,faturamento_payout,total_boleto,total_payin,total_payout
2023-10-01,99,2798.7,8757.01,13356.036000000002,1865.8,8757.01,7420.02
2023-10-01,40,22089.72,4030.6279999999997,22307.199999999997,7363.24,5758.04,8922.88
2023-10-01,107,0.0,3315.2749999999996,12619.893000000002,0.0,6630.549999999999,9707.61
2023-10-01,58,17335.65,6664.336,39428.58,5778.55,8330.42,13142.86
2023-10-01,48,3464.085,0.0,0.0,2309.39,0.0,0.0
2023-10-01,39,0.0,6143.049,76.22999999999999,0.0,6825.61,127.05
2023-10-01,116,47051.92500000001,10913.62,24061.557,18820.770000000004,10913.62,18508.89
2023-10-01,35,54356.969999999994,4227.48,13691.088,18118.989999999998,8454.96,22818.48
2023-10-01,111,45462.12,8861.58,30349.750000000004,15154.04,29538.6,30349.750000000004
2023-10-01,16,29966.980000000003,7874.200000000001,18936.268,14983.490000000002,9842.75,14566.36
2023-10-01,3,19254.899999999998,19899.448000000004,15054.728,12836.599999999999,24874.31,11580.56
2023-10-01,89,31957.995000000003,16679.4,12745.596,21305.33,20849.25,21242.66
2023-10-01,7,45468.51,8703.592,18441.540000000005,15156.17,10879.49,12294.360000000002
2023-10-01,61,26289.869999999995,5987.8099999999995,16751.936,17526.579999999998,11975.619999999999,20939.920000000002
2023-10-01,77,66712.14,15079.560000000001,30397.500000000007,22237.38,18849.45,20265.000000000004
2023-10-01,8,24445.079999999998,6443.465,691.39,12222.539999999999,9204.95,691.39
2023-10-01,57,64575.55000000001,3967.038,13705.392,25830.220000000005,13223.460000000001,22842.32
2023-10-01,64,31102.6,3455.592,11693.07,12441.039999999999,4319.49,3897.6899999999996
2023-10-01,33,3812.34,1364.523,20118.168000000005,1270.78,4548.41,11176.760000000002
2023-10-01,74,61148.06999999999,10535.399000000001,23267.584,20382.69,15050.570000000002,29084.479999999996
2023-10-01,97,44128.72,19643.99,24824.033,22064.36,19643.99,19095.41
2023-10-01,81,1522.875,2632.071,0.0,1015.25,8773.57,0.0
2023-10-01,102,24321.420000000002,4279.122,23889.18,12160.710000000001,4754.58,15926.119999999999
2023-10-01,100,45942.075000000004,9305.42,27454.697999999997,18376.83,18610.84,15252.609999999999
2023-10-01,54,68808.20999999999,9441.882,33891.42,22936.07,10490.98,11297.14
2023-10-01,19,25062.300000000003,5801.103,12279.569999999998,8354.1,19337.010000000002,12279.569999999998
2023-10-01,21,56823.65000000001,3191.8169999999996,28980.78,22729.460000000003,10639.39,9660.26
2023-10-01,110,13601.52,568.28,29365.974000000002,6800.76,1136.56,16314.43
2023-10-01,84,17755.5,13695.34,23512.28,8877.75,13695.34,11756.14
2023-10-01,101,16971.45,11914.208999999999,21686.94,11314.300000000001,13238.009999999998,12048.3
2023-10-01,87,40243.56,6248.500000000001,12217.024000000003,20121.78,12497.000000000002,15271.280000000002
2023-10-01,27,27391.29,11101.899999999998,30688.71,9130.43,22203.799999999996,30688.71
2023-10-01,85,15444.39,20437.712000000003,27507.989999999998,10296.26,25547.140000000003,18338.66
2023-10-01,94,8319.075,7190.79,20905.82,3327.63,7190.79,10452.91
2023-10-01,60,19938.885000000002,4345.277999999999,10557.41,13292.59,6207.54,10557.41
2023-10-01,13,17238.765,60.755,23270.832,11492.51,121.51,12928.24
2023-10-01,103,21546.625000000004,4747.878000000001,8166.76,8618.650000000001,5275.42,4083.38
2023-10-01,17,0.0,5888.286,12765.506,0.0,6542.54,9819.619999999999
2023-10-01,14,5736.4400000000005,4764.802,1729.176,2868.2200000000003,6806.860000000001,2161.47
2023-10-01,11,62478.23999999999,11462.27,12770.160000000002,20826.079999999998,11462.27,9823.2
2023-10-01,36,14978.7,14855.22,2317.2599999999998,9985.800000000001,16505.8,772.42
2023-10-01,49,4406.01,5502.72,60347.05000000001,2937.34,6878.4,24138.820000000003
2023-10-01,56,28984.559999999998,13002.75,8039.322000000002,14492.279999999999,26005.5,4466.290000000001
2023-10-01,65,4072.6499999999996,7766.67,1913.3500000000001,1629.06,7766.67,765.34
2023-10-01,62,22492.215000000004,2903.2000000000003,17342.793,14994.810000000001,5806.400000000001,13340.61
2023-10-01,18,12773.22,1834.5149999999996,9022.048,4257.74,6115.049999999999,11277.56
2023-10-01,79,9163.875,1247.88,7391.848,6109.25,1559.8500000000001,9239.81
2023-10-01,9,9944.66,4084.629,55503.05999999999,4972.33,13615.43,27751.529999999995
2023-10-02,79,24083.954999999998,8774.024000000001,6694.6720000000005,16055.97,10967.53,8368.34
2023-10-02,16,57475.560000000005,13651.368,18867.602,28737.780000000002,17064.21,14513.539999999999
2023-10-02,92,12035.74,8303.535,22295.489999999998,6017.87,9226.15,14863.66
2023-10-02,58,19489.739999999998,12814.784000000001,57313.530000000006,6496.58,16018.480000000001,19104.510000000002
2023-10-02,21,45876.65,11848.967999999999,74195.64,18350.66,39496.56,24731.88
2023-10-02,74,69371.37,20474.432999999997,13108.168,23123.79,29249.19,16385.21
2023-10-02,70,11578.14,8691.920999999998,44618.22000000001,5789.07,12417.029999999999,22309.110000000004
2023-10-02,62,7759.709999999999,2882.57,1691.0400000000002,5173.139999999999,5765.14,1300.8000000000002
2023-10-02,46,5762.75,2782.833,12156.36,2305.1,9276.11,4052.12
2023-10-02,18,14324.099999999999,2876.7509999999997,4024.9040000000005,4774.7,9589.17,5031.13
2023-10-02,86,33816.465000000004,13469.688000000002,13161.384000000002,22544.31,16837.11,7311.880000000001
2023-10-02,83,0.0,5695.9,22074.725,0.0,8137.0,8829.89
2023-10-02,110,12918.2,5277.98,80.964,6459.1,10555.96,44.98
2023-10-02,37,48075.24,6142.52,15259.395,16025.08,12285.04,10172.93
2023-10-02,100,57425.275,11814.150000000001,11265.660000000002,22970.11,23628.300000000003,6258.700000000001
2023-10-02,19,57180.96000000001,5829.8009999999995,15436.7,19060.320000000003,19432.67,15436.7
2023-10-02,111,10938.93,3052.23,35871.630000000005,3646.31,10174.1,35871.630000000005
2023-10-02,56,36489.0,7859.374999999999,17679.888,18244.5,15718.749999999998,9822.16
2023-10-02,40,11697.66,0.0,28130.550000000003,3899.2200000000003,0.0,11252.220000000001
2023-10-02,102,44559.6,23503.248,31143.345,22279.8,26114.719999999998,20762.23
2023-10-02,8,1420.5,6891.353,18250.55,710.25,9844.79,18250.55
2023-10-02,65,5508.075,5946.45,10046.3,2203.23,5946.45,4018.52
2023-10-02,27,22040.340000000004,4308.145,21478.63,7346.780000000001,8616.29,21478.63
2023-10-02,52,82267.86,17095.581000000002,37833.119999999995,27422.62,18995.09,12611.039999999999
2023-10-02,13,16089.314999999999,7737.565,20073.816000000003,10726.21,15475.13,11152.12
2023-10-02,60,8017.650000000001,5363.827,6357.31,5345.1,7662.610000000001,6357.31
2023-10-02,63,105697.26,24534.848,24133.878,35232.42,30668.56,13407.710000000001
2023-10-02,99,3307.0950000000003,5971.53,0.0,2204.73,5971.53,0.0
2023-10-02,85,28715.625000000007,10027.176,21950.489999999998,19143.750000000004,12533.97,14633.66
2023-10-02,93,33528.280000000006,990.315,11428.840000000002,16764.140000000003,1980.63,14286.050000000001
2023-10-02,82,12705.945,11900.627999999997,42188.976,8470.63,13222.919999999996,23438.32
2023-10-02,54,29967.06,8374.905,49356.98999999999,9989.02,9305.45,16452.329999999998
2023-10-02,1,36657.479999999996,7182.872999999999,41471.325,24438.319999999996,23942.909999999996,16588.53
2023-10-02,57,50430.424999999996,9749.823,12942.828,20172.17,32499.410000000003,21571.38
2023-10-02,115,48359.579999999994,16766.163,9231.36,16119.859999999999,18629.07,6154.24
2023-10-02,26,21236.370000000003,0.0,0.0,7078.790000000001,0.0,0.0
2023-10-02,7,49618.13999999999,5920.176,6790.695,16539.379999999997,7400.22,4527.13
2023-10-02,98,65954.85,13174.714,1578.222,21984.95,18821.02,2630.37
2023-10-02,67,12501.78,20108.25,10674.24,8334.52,22342.5,13342.8
2023-10-02,59,1243.71,6727.57,6136.784,414.57,6727.57,7670.98
2023-10-02,2,35670.299999999996,12561.89,17952.35,11890.099999999999,12561.89,7180.94
2023-10-02,72,0.0,6325.6,0.0,0.0,7907.0,0.0
2023-10-02,9,33175.78,3668.642999999999,18533.62,16587.89,12228.809999999998,9266.81
2023-10-02,66,22716.375,2904.27,11810.204999999998,9086.55,2904.27,7873.469999999999
2023-10-02,14,14605.66,3161.2769999999996,4751.12,7302.83,4516.11,5938.9
2023-10-02,84,5516.4,19224.75,17741.480000000003,2758.2,19224.75,8870.740000000002
2023-10-02,107,0.0,1302.49,16425.162000000004,0.0,2604.98,12634.740000000002
2023-10-02,49,6568.845000000001,8545.216,17893.525,4379.2300000000005,10681.52,7157.41
2023-10-02,80,0.0,635.859,1353.192,0.0,2119.53,2255.32
2023-10-02,61,60032.265,11572.905,24438.784,40021.51,23145.81,30548.48
2023-10-02,64,4408.325,7047.744000000001,13903.98,1763.33,8809.68,4634.66
2023-10-02,33,16823.82,2143.281,23855.112,5607.9400000000005,7144.27,13252.84
2023-10-02,78,60184.76999999999,3625.896,13080.114000000001,20061.589999999997,4532.37,21800.190000000002
2023-10-02,81,5453.205,1629.8459999999998,3085.4880000000003,3635.47,5432.82,5142.4800000000005
2023-10-02,87,27427.0,12020.395,6859.8640000000005,13713.5,24040.79,8574.83
2023-10-02,95,26359.949999999997,17175.542999999998,0.0,10543.98,24536.489999999998,0.0
2023-10-02,97,52482.04,21636.96,5013.307,26241.02,21636.96,3856.39
2023-10-02,35,17007.54,6208.18,4948.079999999999,5669.18,12416.36,8246.8
2023-10-02,17,0.0,11099.394,5982.977000000002,0.0,12332.66,4602.290000000001
2023-10-02,76,47458.67999999999,31357.26,31960.324999999997,15819.559999999998,31357.26,12784.13
2023-10-02,116,46841.29999999999,6414.740000000001,26123.734,18736.519999999997,6414.740000000001,20095.18
2023-10-02,11,45797.49,10349.49,4309.383,15265.83,10349.49,3314.91
2023-10-02,36,23137.485,6102.477000000001,38050.68,15424.99,6780.530000000001,12683.56
2023-10-02,3,29583.254999999997,8637.128,25779.117000000002,19722.17,10796.41,19830.09
2023-10-02,101,5395.335,4931.982,41638.932,3596.89,5479.98,23132.739999999998
2023-10-02,91,40523.78999999999,4787.595,23991.54,13507.929999999998,5319.55,11995.77
2023-10-02,89,6929.805,14607.127999999997,7142.0160000000005,4619.87,18258.909999999996,11903.36
2023-10-02,32,59316.075,7712.8499999999985,7191.035999999999,23726.43,25709.499999999996,11985.06
2023-10-02,31,20915.715,7888.835999999999,19006.624,13943.81,26296.12,14620.48
2023-10-02,41,43392.405,8243.595,9566.749999999998,28928.27,27478.65,9566.749999999998
2023-10-02,48,5337.8099999999995,0.0,156.27599999999998,3558.54,0.0,260.46
2023-10-02,94,12328.975,8839.19,18950.46,4931.59,8839.19,9475.23
2023-10-02,77,35041.68,5597.912,24053.145000000004,11680.56,6997.389999999999,16035.430000000002
2023-10-02,15,0.0,2363.256,10465.288,0.0,7877.52,13081.61
2023-10-02,39,18681.56,1371.393,1454.9579999999999,9340.78,1523.77,2424.93
2023-10-02,75,33818.475000000006,22185.73,34288.76,13527.390000000001,22185.73,17144.38
2023-10-02,103,45732.299999999996,9514.710000000001,19177.36,18292.92,10571.900000000001,9588.68
2023-10-02,114,10831.2,5006.304,22664.715,5415.6,6257.88,15109.81
2023-10-02,24,13734.24,4783.765,21193.424999999996,9156.16,6833.950000000001,8477.369999999999
2023-10-03,27,37785.24,6297.555,18204.32,12595.08,12595.11,18204.32
2023-10-03,54,28641.0,28874.745,21143.13,9547.0,32083.05,7047.71
2023-10-03,116,26909.324999999997,19232.58,12676.066000000003,10763.73,19232.58,9750.820000000002
2023-10-03,19,35665.53,601.245,10893.93,11888.509999999998,2004.15,10893.93
2023-10-03,48,3093.285,0.0,3342.39,2062.19,0.0,5570.65
2023-10-03,95,48362.85,16526.909,41384.19,19345.14,23609.87,27589.46
2023-10-03,114,12189.220000000001,9002.672,4522.845,6094.610000000001,11253.34,3015.23
2023-10-03,78,47587.17,8698.919999999998,5645.1539999999995,15862.39,10873.649999999998,9408.59
2023-10-03,40,539.0699999999999,1557.549,33115.975000000006,179.69,2225.07,13246.390000000001
2023-10-03,77,49360.65000000001,19727.208000000002,17718.36,16453.550000000003,24659.010000000002,11812.24
2023-10-03,100,44281.975000000006,5940.575,42730.83,17712.79,11881.15,23739.350000000002
2023-10-03,24,12331.095,5246.241,6147.625,8220.73,7494.63,2459.05
2023-10-03,62,9261.885,1778.59,6708.026,6174.59,3557.18,5160.0199999999995
2023-10-03,37,38974.05,4115.245,13263.735,12991.35,8230.49,8842.49
2023-10-03,64,26981.5,2060.0400000000004,21797.760000000002,10792.6,2575.05,7265.92
2023-10-03,39,0.0,1139.436,3390.0179999999996,0.0,1266.04,5650.03
2023-10-03,97,56899.14,25224.629999999997,51389.988,28449.57,25224.629999999997,39530.759999999995
2023-10-03,76,35697.96,29861.560000000005,64025.7,11899.32,29861.560000000005,25610.28
2023-10-03,83,5950.965,5765.703999999999,8393.425,3967.31,8236.72,3357.37
2023-10-03,82,11802.39,14736.474,50501.916,7868.259999999999,16373.86,28056.62
2023-10-03,9,15164.939999999999,8887.476,54986.72,7582.469999999999,29624.920000000002,27493.36
2023-10-03,11,98829.99,13737.420000000002,38503.374,32943.33,13737.420000000002,29617.98
2023-10-03,32,60845.55,6515.9039999999995,11550.287999999999,24338.22,21719.68,19250.48
2023-10-03,58,25264.050000000003,6705.151999999999,34515.63,8421.35,8381.439999999999,11505.21
2023-10-03,60,14058.525000000001,5354.433,4025.1,9372.35,7649.1900000000005,4025.1
2023-10-03,52,54701.100000000006,16153.101,0.0,18233.7,17947.89,0.0
2023-10-03,93,29963.46,1431.42,8592.480000000001,14981.73,2862.84,10740.6
2023-10-03,67,32461.185000000005,25573.275,3024.288,21640.790000000005,28414.75,3780.3599999999997
2023-10-03,91,38648.64,5773.464,19025.38,12882.880000000001,6414.96,9512.69
2023-10-03,13,25357.725000000002,4130.195,25581.33,16905.15,8260.39,14211.85
2023-10-03,33,10863.09,1190.124,173.07000000000002,3621.03,3967.08,96.15
2023-10-03,102,34824.2,21189.42,16651.559999999998,17412.1,23543.8,11101.039999999999
2023-10-03,46,12335.45,1889.9969999999998,26423.910000000003,4934.18,6299.99,8807.970000000001
2023-10-03,98,45745.8,9622.661999999998,11999.1,15248.6,13746.66,19998.5
2023-10-03,35,14769.03,4439.1900000000005,3500.166,4923.01,8878.380000000001,5833.610000000001
2023-10-03,1,34146.615000000005,6394.463999999999,13515.425,22764.410000000003,21314.879999999997,5406.17
2023-10-03,89,26492.730000000003,29799.968,8484.899999999998,17661.820000000003,37249.96,14141.499999999998
2023-10-03,61,17821.170000000002,2865.2349999999997,16135.400000000003,11880.78,5730.469999999999,20169.250000000004
2023-10-03,31,22490.4,5813.636999999999,23757.214,14993.6,19378.789999999997,18274.78
2023-10-03,94,30683.725,106.46,0.0,12273.49,106.46,0.0
2023-10-03,63,47967.56999999999,15493.2,27505.908000000003,15989.189999999999,19366.5,15281.060000000001
2023-10-03,16,43685.38,24967.408,12703.053999999998,21842.69,31209.26,9771.579999999998
2023-10-03,36,1168.725,11869.767000000002,4843.29,779.15,13188.630000000001,1614.43
2023-10-03,41,16442.774999999998,1910.1960000000001,32289.36,10961.849999999999,6367.320000000001,32289.36
2023-10-03,59,53003.19,5831.59,3726.6160000000004,17667.73,5831.59,4658.27
2023-10-03,15,6888.75,263.661,0.0,4592.5,878.87,0.0
2023-10-03,84,0.0,14427.84,20040.28,0.0,14427.84,10020.14
2023-10-03,8,24151.739999999998,7100.064999999999,13187.870000000003,12075.869999999999,10142.949999999999,13187.870000000003
2023-10-03,107,13010.55,5023.965,2494.9210000000003,5204.219999999999,10047.93,1919.17
2023-10-03,53,54807.06,13562.89,5153.232000000001,18269.02,13562.89,8588.720000000001
2023-10-03,74,36226.740000000005,15018.786999999998,19883.368,12075.580000000002,21455.41,24854.209999999995
2023-10-03,18,37394.88,2317.578,2875.864,12464.96,7725.26,3594.83
2023-10-03,26,0.0,2613.36,3570.228,0.0,2613.36,5950.38
2023-10-03,56,43686.979999999996,15110.164999999999,58547.592,21843.489999999998,30220.329999999998,32526.44
2023-10-03,103,10372.4,4565.583,5050.08,4148.96,5072.87,2525.04
2023-10-03,115,16083.99,0.0,23725.184999999998,5361.33,0.0,15816.789999999999
2023-10-03,57,34996.350000000006,764.418,8750.496,13998.54,2548.06,14584.16
2023-10-03,80,2502.06,1428.3839999999998,0.0,1251.03,4761.28,0.0
2023-10-03,75,82425.3,32553.02,54208.240000000005,32970.12,32553.02,27104.120000000003
2023-10-03,2,19094.73,10915.15,20400.050000000003,6364.91,10915.15,8160.02
2023-10-03,110,11208.72,4517.775,9956.628,5604.36,9035.55,5531.46
2023-10-03,111,78122.31,4895.036999999999,18042.899999999998,26040.769999999997,16316.789999999999,18042.899999999998
2023-10-03,17,24619.29,4790.997,16636.035,8206.43,5323.33,12796.95
2023-10-03,85,16326.929999999998,26989.760000000006,26715.195,10884.619999999999,33737.200000000004,17810.13
2023-10-03,87,12514.24,10204.72,12653.144,6257.12,20409.44,15816.429999999998
2023-10-03,7,33707.82,25950.552,10640.4,11235.94,32438.19,7093.599999999999
2023-10-03,49,16669.23,5132.704000000001,42741.899999999994,11112.82,6415.88,17096.76
2023-10-03,101,21447.734999999997,5538.222,10293.984000000002,14298.489999999998,6153.58,5718.880000000001
2023-10-03,72,7939.545,1895.9360000000001,2362.4519999999998,5293.03,2369.92,3937.42
2023-10-03,70,23331.8,5492.150999999999,10295.64,11665.9,7845.929999999999,5147.82
2023-10-03,99,12389.804999999998,3070.43,0.0,8259.869999999999,3070.43,0.0
2023-10-03,3,34089.36,263.224,41248.961,22726.24,329.03,31729.97
2023-10-03,14,5192.039999999999,0.0,0.0,2596.0199999999995,0.0,0.0
2023-10-03,65,23057.550000000003,7069.370000000001,23231.824999999997,9223.02,7069.370000000001,9292.73
2023-10-03,66,16168.650000000001,2279.36,6887.355,6467.460000000001,2279.36,4591.57
2023-10-03,79,22203.63,15341.464000000002,0.0,14802.42,19176.83,0.0
2023-10-03,81,11949.285,0.0,6957.396,7966.1900000000005,0.0,11595.66
2023-10-03,92,13491.32,0.0,9836.189999999999,6745.66,0.0,6557.459999999999
2023-10-03,86,16048.544999999998,6903.144,28287.485999999997,10699.029999999999,8628.93,15715.269999999999
2023-10-03,21,32512.525000000005,5883.687,56045.28,13005.010000000002,19612.29,18681.76
2023-10-04,61,6310.86,7002.38,7853.592000000001,4207.24,14004.76,9816.99
2023-10-04,24,17666.535,1274.819,23748.800000000003,11777.69,1821.17,9499.52
2023-10-04,66,2851.9,4809.62,11566.23,1140.76,4809.62,7710.82
2023-10-04,32,64882.52500000001,1992.8549999999998,11653.818000000001,25953.010000000002,6642.849999999999,19423.030000000002
2023-10-04,92,9191.18,0.0,6744.540000000001,4595.59,0.0,4496.360000000001
2023-10-04,81,3607.4700000000003,2105.4089999999997,9527.292,2404.98,7018.03,15878.82
2023-10-04,80,0.0,0.0,3796.0319999999992,0.0,0.0,6326.719999999999
2023-10-04,15,9630.69,1449.984,0.0,6420.46,4833.28,0.0
2023-10-04,56,26734.700000000004,5762.745000000001,47657.808000000005,13367.350000000002,11525.490000000002,26476.56
2023-10-04,2,75480.87,17072.82,30162.875,25160.29,17072.82,12065.15
2023-10-04,83,8440.71,2174.144,32056.175000000003,5627.139999999999,3105.92,12822.470000000001
2023-10-04,87,33017.78,9566.7,20990.272,16508.89,19133.4,26237.84
2023-10-04,49,10587.72,9188.072,52740.7,7058.48,11485.09,21096.28
2023-10-04,54,35025.39,27196.128,33523.079999999994,11675.130000000001,30217.92,11174.359999999999
2023-10-04,110,35638.020000000004,1910.665,11893.716,17819.010000000002,3821.33,6607.62
2023-10-04,1,23986.454999999998,5751.798,39012.75,15990.97,19172.66,15605.099999999999
2023-10-04,14,2675.88,0.0,1402.192,1337.94,0.0,1752.74
2023-10-04,93,2799.64,4910.39,9151.608,1399.82,9820.78,11439.51
2023-10-04,8,21376.22,16124.247999999998,22765.4,10688.11,23034.64,22765.4
2023-10-04,86,13274.504999999997,15307.168000000003,26166.618000000006,8849.669999999998,19133.960000000003,14537.010000000002
2023-10-04,31,9653.039999999999,2419.9889999999996,23308.467000000004,6435.36,8066.629999999999,17929.590000000004
2023-10-04,91,54094.82999999999,12482.442000000001,17006.48,18031.609999999997,13869.380000000001,8503.24
2023-10-04,3,12181.949999999999,10686.248,22103.965,8121.299999999999,13357.809999999998,17003.05
2023-10-04,9,30954.22,3972.261,45289.9,15477.11,13240.87,22644.95
2023-10-04,76,19152.27,40059.94,29869.55,6384.09,40059.94,11947.82
2023-10-04,58,23107.38,1104.4959999999999,24240.96,7702.46,1380.62,8080.32
2023-10-04,116,25060.25,18891.89,18619.471,10024.1,18891.89,14322.67
2023-10-04,64,11427.85,3230.592,579.27,4571.14,4038.24,193.09
2023-10-04,62,21173.100000000002,2971.03,3131.193,14115.400000000001,5942.06,2408.61
2023-10-04,84,11374.86,5975.3,10483.18,5687.43,5975.3,5241.59
2023-10-04,67,13331.115000000002,3797.2980000000002,17850.768,8887.410000000002,4219.22,22313.46
2023-10-04,82,56479.34999999999,12970.502999999999,18226.818,37652.899999999994,14411.669999999998,10126.01
2023-10-04,103,10894.324999999999,7331.741999999999,8274.74,4357.73,8146.379999999999,4137.37
2023-10-04,111,83452.34999999999,7051.373999999999,10727.649999999998,27817.449999999997,23504.579999999998,10727.649999999998
2023-10-04,36,7209.299999999999,13021.253999999999,27407.79,4806.2,14468.06,9135.93
2023-10-04,77,22664.19,7254.976,28034.82,7554.73,9068.72,18689.88
2023-10-04,79,14572.170000000002,8673.08,15521.615999999998,9714.78,10841.349999999999,19402.019999999997
2023-10-04,102,33571.58,16077.221999999998,14788.575,16785.79,17863.579999999998,9859.050000000001
2023-10-04,59,8190.51,9633.86,10355.736,2730.17,9633.86,12944.67
2023-10-04,78,33910.29,15058.672,4576.746,11303.43,18823.34,7627.91
2023-10-04,63,76005.48,15380.64,11373.138,25335.16,19225.8,6318.41
2023-10-04,52,12386.46,8009.091,20961.420000000002,4128.82,8898.99,6987.14
2023-10-04,75,50807.9,6492.27,69771.35999999999,20323.16,6492.27,34885.67999999999
2023-10-04,13,8419.185000000001,2129.165,5120.118,5612.790000000001,4258.33,2844.51
2023-10-04,7,18725.550000000003,17335.664,16256.46,6241.85,21669.579999999998,10837.64
2023-10-04,60,14601.300000000001,1642.109,6492.790000000001,9734.2,2345.87,6492.790000000001
2023-10-04,19,32987.399999999994,3645.708,3827.21,10995.8,12152.36,3827.21
2023-10-04,99,20182.32,3665.55,15588.072000000002,13454.88,3665.55,8660.04
2023-10-04,100,90581.25,5620.455,50294.25,36232.5,11240.91,27941.25
2023-10-04,39,5800.04,4714.929,27.881999999999998,2900.02,5238.8099999999995,46.47
2023-10-04,115,34170.36,23875.605,7377.209999999999,11390.119999999999,26528.45,4918.139999999999
2023-10-04,98,39915.78,12.480999999999998,6712.247999999999,13305.26,17.83,11187.079999999998
2023-10-04,85,36782.700000000004,8647.408000000001,13423.725000000002,24521.800000000003,10809.26,8949.150000000001
2023-10-04,11,39623.43,19093.600000000002,21130.018,13207.81,19093.600000000002,16253.86
2023-10-04,70,26340.980000000003,10540.684,3542.0600000000004,13170.490000000002,15058.119999999999,1771.0300000000002
2023-10-04,53,22286.61,845.53,12686.148000000001,7428.87,845.53,21143.58
2023-10-04,114,3391.48,10264.248,14490.96,1695.74,12830.31,9660.64
2023-10-04,35,0.0,6635.125000000001,3880.296,0.0,13270.250000000002,6467.16
2023-10-04,97,14114.22,5430.370000000001,20592.260000000002,7057.11,5430.370000000001,15840.2
2023-10-04,74,65137.979999999996,19629.659,38290.136,21712.66,28042.370000000003,47862.67
2023-10-04,16,30293.88,17460.847999999998,28878.564,15146.94,21826.059999999998,22214.28
2023-10-04,95,28596.275,12903.282000000001,29572.725000000002,11438.51,18433.260000000002,19715.15
2023-10-04,107,11423.800000000001,897.53,13966.900999999998,4569.52,1795.06,10743.769999999999
2023-10-04,89,18450.315,12739.423999999999,7066.47,12300.21,15924.279999999999,11777.45
2023-10-04,37,49536.299999999996,6839.134999999999,9002.385,16512.1,13678.269999999999,6001.59
2023-10-04,21,14616.025,4609.365,56538.63,5846.41,15364.550000000001,18846.21
2023-10-04,18,36438.87,2068.386,5454.504,12146.29,6894.62,6818.129999999999
2023-10-04,72,14111.16,0.0,6644.202,9407.44,0.0,11073.67
2023-10-04,48,6681.705,4732.6,257.844,4454.47,4732.6,429.74
2023-10-04,57,59723.100000000006,4167.875999999999,10067.855999999998,23889.24,13892.919999999998,16779.76
2023-10-04,46,14118.525,2922.189,13137.99,5647.41,9740.63,4379.33
2023-10-04,65,15739.175,5872.259999999999,21089.850000000002,6295.67,5872.259999999999,8435.94
2023-10-04,101,51000.16499999999,16431.219,15518.304000000002,34000.10999999999,18256.91,8621.28
2023-10-04,17,19389.81,3200.022,4813.276000000001,6463.27,3555.58,3702.5200000000004
